year,market,artist_name,artist_id,track_name,track_id,popularity,artist_genre
2022,US,Lil Durk,3hcs9uc56yIGFCSy9leWe7,Mad Max,2i2qDe3dnTl6maUE31FO7c,76,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
2022,US,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Maroon,3eX0NZfLtGzoLUxPNvRfqm,79,['pop']
2022,US,Taylor Swift,06HL4z0CvFAxyc27GXpf02,"Would've, Could've, Should've",0aV5uARAknQgYhBaK944FP,78,['pop']
2022,US,KAROL G,790FomKkXshlbRYZFtlgla,CAIRO,6WbAhuwE6fCOriBu5786X1,86,"['reggaeton', 'reggaeton colombiano', 'urbano latino']"
2022,US,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,35ovElsgyAtQwYPYnZJECg,84,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']"
2022,US,KAROL G,790FomKkXshlbRYZFtlgla,PROVENZA,7dSZ6zGTQx66c2GF91xCrb,85,"['reggaeton', 'reggaeton colombiano', 'urbano latino']"
2022,US,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,Bones,0HqZX76SFLDz2aW8aiqi7G,85,"['modern rock', 'rock']"
2022,US,Hotel Ugly,35WVTyRnKAoaGExqgktVyb,Shut up My Moms Calling - (Sped Up),31mzt4ZV8C0f52pIz1NSwd,81,[]
2022,US,Øneheart,0dgJbQ0bKPyUXco8hEXN7X,snowfall,4xF4ZBGPZKxECeDFrqSAG4,83,['hardwave']
2022,US,Rosa Linn,46xBNx0j6cwY6sD9LgMTm1,SNAP,76OGwb5RA9h4FxQPT33ekc,89,['alt z']
2022,US,SZA,7tYKF4w9nC0nq9CsPZTHyP,I Hate U,2aJnyNu4PQxQ2lyj5boiMG,77,"['pop', 'r&b']"
2022,US,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,In My Head,2RJAKIw6nIkgZVsAIKhmqz,77,"['chicago rap', 'melodic rap']"
2022,US,SZA,7tYKF4w9nC0nq9CsPZTHyP,Awkward,2xZ0zfuDTv5LxLhEgD82PG,76,"['pop', 'r&b']"
2022,US,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,ANTIFRAGILE,4fsQ0K37TOXa3hEQfjEic1,86,[]
2022,US,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Snow On The Beach (feat. Lana Del Rey),1wtOxkiel43cVs0Yux5Q4h,81,['pop']
2022,US,The 1975,3mIj9lX2MWuHmhNCA7LSCW,About You,1fDFHXcykq4iw8Gg7s5hG9,81,"['modern alternative rock', 'modern rock', 'pop', 'rock']"
2022,US,Ivan Cornejo,6PH3FLQAxtqYy46Zv08bpV,La Curiosidad,0hnvQLkV7yOjslEzflJSK4,75,['sad sierreno']
